gender,age,degree,city_id,profession_id
Male,30,M.Ed,19,1
Male,20,Class 12,2,1
Female,22,B.Com,5,1
Male,18,Class 12,23,1
Female,27,PhD,6,1
Male,26,BE,22,1
Male,24,B.Pharm,20,1
Female,28,BSc,26,1
Female,24,B.Arch,6,1
Female,32,BA,7,1
Female,21,MBBS,28,1
Male,19,Class 12,1,1
Female,24,M.Ed,25,1
Female,26,B.Arch,24,1
Female,20,Class 12,3,1
Male,19,Class 12,27,1
Male,32,MBBS,25,1
Female,23,B.Ed,21,1
Female,23,M.Tech,26,1
Male,29,MCA,26,1
Female,29,B.Ed,14,1
Female,27,MA,3,1
Female,33,Class 12,29,1
Female,33,MSc,28,1
Male,31,LLB,29,1
Male,25,B.Ed,10,1
Female,29,LLM,6,1
Female,18,Class 12,7,1
Female,18,Class 12,11,1
Male,22,MSc,15,1
Male,24,BSc,24,1
Male,24,B.Ed,15,1
Male,30,Class 12,21,1
Male,33,PhD,3,1
Male,34,M.Tech,12,1
Male,32,MCA,21,1
Male,33,MA,27,1
Female,20,Class 12,6,1
Female,25,B.Pharm,23,1
Male,24,B.Tech,25,1
Male,23,B.Com,23,1
Female,30,M.Ed,15,1
Female,39,M.Tech,12,1
Male,22,BE,2,1
Male,23,B.Com,28,1
Male,31,M.Tech,17,1
Male,20,Class 12,16,1
Male,20,Class 12,8,1
Male,32,BSc,12,1
Female,22,BHM,23,1
Female,27,BSc,5,1
Female,18,Class 12,14,1
Female,28,B.Com,29,1
Female,22,BCA,19,1
Female,20,Class 12,8,1
Male,20,Class 12,20,1
Male,30,BHM,18,1
Male,18,Class 12,3,1
Female,26,MBBS,10,1
Male,34,B.Ed,28,1
Male,20,Class 12,17,1
Male,20,Class 12,3,1
Female,33,B.Pharm,11,1
Female,20,Class 12,25,1
Female,28,M.Ed,12,1
Female,26,MCA,3,1
Male,25,M.Ed,11,1
Female,28,MBBS,14,1
Female,29,BE,8,1
Male,34,M.Tech,17,1
Female,29,M.Com,24,1
Female,28,BHM,3,1
Female,33,BHM,11,1
Male,18,Class 12,26,1
Male,19,Class 12,14,1
Female,27,BBA,12,1
Female,29,BE,6,1
Female,18,Class 12,15,1
Male,27,LLB,3,1
Male,34,Class 12,27,1
Female,19,Class 12,28,1
Female,30,B.Ed,7,1
Female,25,BHM,26,1
Female,20,Class 12,20,1
Female,20,Class 12,26,1
Female,20,Class 12,19,1
Female,29,BSc,17,1
Male,24,B.Pharm,16,1
Male,34,M.Pharm,25,1
Male,31,B.Ed,4,1
Male,23,M.Com,13,1
Female,25,BHM,11,1
Female,24,B.Arch,25,1
Female,25,LLB,4,1
Male,23,B.Arch,23,1
Male,21,MCA,9,1
Male,22,MBA,7,1
Male,33,BCA,21,1
Male,24,MBA,12,1
Female,25,BA,13,1
Male,33,LLB,23,1
Male,27,BHM,15,1
Female,31,B.Ed,1,1
Female,19,Class 12,18,1
Male,29,B.Ed,16,1
Male,23,MBA,12,1
Male,25,MBBS,13,1
Male,34,M.Pharm,3,1
Male,18,Class 12,14,1
Male,29,MBA,25,1
Female,25,MBBS,26,1
Male,29,LLB,3,1
Male,28,MBBS,22,1
Female,31,B.Com,29,1
Male,30,M.Com,19,1
Male,24,LLM,24,1
Male,26,B.Ed,11,1
Female,29,MCA,1,1
Male,22,M.Com,20,1
Female,31,M.Ed,8,1
Female,29,MBA,14,1
Female,18,Class 12,16,1
Female,27,M.Ed,11,1
Male,32,MBBS,18,1
Male,30,MD,30,1
Male,26,BBA,23,1
Male,28,BE,11,1
Male,28,BHM,4,1
Female,25,BHM,26,1
Female,33,Class 12,6,1
Male,24,M.Pharm,15,1
Female,22,BBA,4,1
Male,34,BCA,23,1
Male,29,M.Pharm,3,1
Male,32,M.Tech,10,1
Female,31,Class 12,1,1
Male,28,BCA,26,1
Male,30,B.Com,4,1
Female,26,Class 12,19,1
Male,19,Class 12,15,1
Female,21,BSc,2,1
Male,22,B.Com,7,1
Male,23,B.Com,7,1
Female,25,B.Ed,4,1
Female,24,Class 12,24,1
Female,18,Class 12,15,1
Female,19,Class 12,22,1
Female,30,BA,17,1
Female,35,PhD,22,1
Female,20,Class 12,8,1
Male,20,Class 12,17,1
Female,18,Class 12,6,1
Female,18,Class 12,7,1
Female,30,B.Arch,24,1
Female,33,MBA,20,1
Female,29,B.Arch,26,1
Female,28,MD,3,1
Male,26,BBA,13,1
Male,22,BCA,5,1
Female,28,BCA,4,1
Male,32,ME,3,1
Female,31,MCA,19,1
Male,20,Class 12,13,1
Female,30,MBBS,24,1
Male,27,B.Ed,17,1
Male,26,B.Pharm,14,1
Male,34,LLM,26,1
Female,20,Class 12,6,1
Male,22,MSc,16,1
Female,20,Class 12,20,1
Female,27,LLB,30,1
Female,25,B.Ed,13,1
Male,19,Class 12,30,1
Male,29,BSc,20,1
Female,18,Class 12,2,1
Female,21,B.Ed,7,1
Female,31,MCA,25,1
Female,33,M.Tech,12,1
Male,33,M.Tech,2,1
Male,21,B.Tech,2,1
Female,21,BBA,12,1
Male,23,MSc,24,1
Male,20,Class 12,16,1
Female,20,Class 12,16,1
Female,20,Class 12,17,1
Male,20,Class 12,7,1
Female,33,MHM,18,1
Male,29,MSc,1,1
Female,21,BCA,21,1
Male,28,BHM,20,1
Female,25,MD,17,1
Female,22,MSc,21,1
Female,24,B.Arch,13,1
Male,19,Class 12,15,1
Male,32,ME,26,1
Female,25,B.Com,11,1
Female,25,B.Com,21,1
Male,21,BSc,5,1
Female,28,BBA,16,1
Male,20,Class 12,29,1
Male,26,BA,13,1
Female,19,Class 12,17,1
Male,25,M.Ed,27,1
Female,33,MHM,18,1
Female,20,Class 12,20,1
Male,22,BA,7,1
Male,26,B.Pharm,25,1
Female,20,Class 12,8,1
Male,23,M.Tech,5,1
Male,33,BSc,5,1
Female,20,Class 12,18,1
Female,29,LLM,26,1
Male,33,MCA,16,1
Male,26,MBBS,23,1
Female,27,B.Pharm,19,1
Female,34,M.Com,4,1
Male,34,M.Com,27,1
Female,20,Class 12,18,1
Male,28,B.Arch,14,1
Male,28,MBA,21,1
Female,23,MSc,12,1
Female,34,B.Tech,23,1
Female,20,Class 12,13,1
Female,25,B.Arch,25,1
Male,26,LLM,21,1
Male,18,Class 12,17,1
Female,24,BCA,7,1
Male,28,B.Arch,17,1
Male,34,BCA,5,1
Male,23,B.Ed,10,1
Male,27,BSc,21,1
Female,19,Class 12,23,1
Male,32,B.Tech,22,1
Female,20,Class 12,11,1
Male,25,M.Pharm,17,1
Female,24,B.Com,15,1
Female,22,B.Ed,28,1
Male,27,B.Arch,20,1
Female,18,Class 12,28,1
Male,23,M.Ed,13,1
Female,29,BSc,15,1
Female,18,Class 12,21,1
Female,31,MBBS,18,1
Female,33,B.Com,22,1
Male,33,B.Ed,29,1
Female,34,M.Com,22,1
Male,28,B.Pharm,3,1
Male,20,Class 12,3,1
Male,25,BSc,16,1
Female,21,BSc,15,1
Female,29,PhD,3,1
Female,33,LLM,29,1
Female,33,B.Ed,20,1
Female,21,B.Arch,26,1
Female,29,BHM,8,1
Male,31,B.Com,30,1
Male,24,MA,21,1
Female,19,Class 12,4,1
Male,25,BBA,28,1
Male,27,MSc,22,1
Female,31,B.Ed,3,1
Female,28,BE,1,1
Male,34,MD,26,1
Female,31,BSc,11,3
Male,20,Class 12,18,1
Female,18,Class 12,16,1
Female,20,Class 12,17,1
Male,24,B.Ed,14,1
Female,28,MBA,17,1
Female,19,Class 12,30,1
Male,28,B.Tech,9,1
Male,28,MBA,12,1
Female,28,B.Arch,3,1
Female,19,Class 12,8,1
Male,28,MBBS,3,1
Female,21,M.Com,4,1
Female,19,Class 12,3,1
Male,29,BCA,15,1
Male,32,M.Tech,27,1
Male,26,Class 12,27,1
Male,22,BHM,3,1
Female,24,M.Tech,8,1
Male,28,M.Tech,3,1
Male,34,M.Ed,25,1
Male,20,Class 12,3,1
Female,32,LLB,17,1
Female,20,Class 12,3,1
Male,18,Class 12,5,1
Female,25,MSc,24,1
Male,29,MSc,1,1
Male,27,BBA,9,1
Female,34,M.Com,12,1
Male,32,B.Arch,13,1
Male,29,MSc,29,1
Female,23,B.Com,17,1
Female,27,B.Com,15,1
Female,29,BCA,6,1
Female,30,Class 12,16,1
Female,21,M.Ed,9,1
Female,32,M.Ed,29,1
Male,20,Class 12,2,1
Female,25,PhD,24,1
Male,31,BA,12,1
Male,20,Class 12,21,1
Female,23,B.Tech,30,1
Male,31,M.Pharm,24,1
Female,34,B.Ed,19,1
Male,24,Class 12,29,1
Male,32,LLM,7,1
Male,30,M.Com,16,1
Female,18,Class 12,7,1
Male,33,M.Tech,22,1
Male,34,MSc,15,1
Female,20,Class 12,25,1
Female,22,BE,2,1
Male,34,MSc,19,1
Female,30,B.Com,8,1
Male,19,Class 12,11,1
Female,19,Class 12,20,1
Male,20,Class 12,16,1
Male,25,MD,25,1
Female,30,PhD,23,1
Male,26,B.Com,5,1
Female,21,B.Arch,11,1
Female,28,B.Tech,3,1
Male,18,Class 12,20,1
Male,24,B.Com,24,1
Male,29,ME,19,1
Male,28,MBBS,21,1
Male,31,M.Ed,4,1
Male,25,B.Ed,12,1
Male,28,MD,1,1
Male,33,M.Tech,22,1
Male,30,BBA,2,1
Female,28,M.Ed,26,1
Male,20,Class 12,14,1
Female,18,Class 12,27,1
Female,29,BCA,15,1
Male,28,MBBS,25,1
Female,24,B.Arch,19,1
Male,25,MSc,16,1
Male,21,MCA,16,1
Male,21,BCA,1,1
Female,28,BE,17,1
Female,34,BHM,17,1
Female,29,B.Ed,12,1
Female,19,Class 12,2,1
Female,19,Class 12,7,1
Male,21,BA,18,1
Male,23,MSc,12,1
Female,25,PhD,7,1
Female,29,BCA,1,1
Male,27,B.Com,28,1
Female,19,Class 12,8,1
Male,26,BBA,13,1
Female,19,Class 12,26,1
Female,22,B.Tech,24,1
Female,23,B.Com,5,1
Male,29,B.Tech,5,1
Male,21,B.Com,7,1
Male,24,BSc,23,1
Male,24,M.Tech,17,1
Male,32,M.Tech,5,1
Female,22,BA,26,1
Male,23,M.Tech,26,1
Female,33,BHM,27,1
Female,27,LLB,24,1
Female,26,MA,20,1
Male,24,B.Ed,25,1
Male,33,BBA,15,1
Male,33,BA,1,1
Female,25,B.Ed,29,1
Female,27,B.Pharm,25,1
Female,25,BHM,8,1
Male,28,B.Com,5,1
Female,21,M.Tech,26,1
Male,29,B.Com,24,1
Female,32,MBBS,10,1
Male,34,M.Ed,4,1
Male,25,B.Com,16,1
Female,21,B.Com,21,1
Male,19,Class 12,13,1
Male,22,BBA,14,1
Male,33,B.Ed,20,1
Female,19,Class 12,24,1
Male,21,B.Arch,26,1
Male,20,Class 12,18,1
Female,20,Class 12,1,1
Male,18,Class 12,19,1
Female,21,BCA,7,1
Male,21,MSc,8,1
Female,21,MCA,25,1
Male,29,BCA,24,1
Female,28,B.Arch,24,1
Male,33,MBBS,27,1
Male,24,B.Pharm,26,1
Male,29,M.Ed,2,1
Male,32,ME,21,1
Male,32,B.Pharm,16,1
Male,26,BA,12,1
Female,23,B.Tech,20,1
Female,29,LLM,30,1
Male,27,PhD,10,1
Male,31,Class 12,13,1
Female,32,B.Tech,22,1
Female,31,LLM,12,1
Male,27,B.Arch,29,1
Female,21,BCA,23,1
Female,20,Class 12,12,1
Female,25,BCA,12,1
Female,31,LLB,30,1
Female,24,MBBS,11,1
Female,18,Class 12,12,1
Male,33,MSc,23,1
Male,25,B.Com,20,1
Male,26,BBA,12,1
Female,29,M.Ed,21,1
Female,21,BA,7,1
Female,18,Class 12,17,1
Male,18,Class 12,20,1
Male,18,Class 12,22,1
Male,31,M.Tech,1,1
Male,31,LLB,26,1
Female,21,BA,3,1
Male,24,MCA,17,1
Male,31,Class 12,21,1
Male,24,BA,27,1
Male,18,Class 12,12,1
Male,20,Class 12,15,1
Female,30,PhD,17,1
Female,20,Class 12,25,1
Male,20,Class 12,9,1
Male,19,Class 12,6,1
Male,23,B.Com,5,1
Male,29,MSc,24,1
Female,19,Class 12,12,1
Male,28,MBA,27,1
Female,32,BA,2,1
Female,25,B.Ed,17,1
Female,29,M.Com,3,1
Female,23,MD,6,1
Female,24,B.Ed,5,1
Female,18,Class 12,7,1
Male,31,B.Pharm,17,1
Female,26,BCA,25,1
Male,32,LLB,10,1
Female,20,Class 12,7,1
Female,31,B.Ed,21,1
Female,30,Class 12,26,1
Female,20,Class 12,7,1
Male,33,M.Tech,4,1
Male,26,B.Ed,1,1
Male,33,MSc,12,1
Male,27,BSc,17,1
Female,24,BE,8,1
Female,20,Class 12,14,1
Female,31,Class 12,10,1
Male,22,MSc,19,1
Male,29,M.Ed,26,1
Female,32,BCA,26,1
Female,28,MSc,7,1
Male,32,LLB,19,1
Female,34,MCA,5,1
Male,32,BA,30,1
Male,23,BSc,6,1
Male,28,Others,4,1
Female,33,PhD,30,1
Male,27,B.Com,21,1
Female,25,BSc,1,1
Female,28,LLB,19,1
Male,21,MA,22,1
Male,23,B.Tech,16,1
Male,25,MHM,20,1
Male,29,B.Tech,19,1
Female,33,B.Ed,17,1
Female,30,MBBS,15,1
Male,24,Class 12,12,1
Male,19,Class 12,11,1
Female,20,Class 12,2,1
Female,19,Class 12,11,1
Male,24,B.Arch,10,1
Female,31,B.Ed,17,1
Female,24,B.Com,23,1
Female,29,LLB,27,1
Male,33,MCA,30,1
Female,33,M.Tech,30,1
Female,23,MCA,3,1
Male,32,M.Tech,25,1
Female,23,MA,23,1
Male,25,B.Ed,17,1
Female,31,M.Tech,7,1
Male,28,MCA,26,1
Female,21,MBBS,1,1
Female,28,B.Tech,7,1
Male,23,B.Arch,25,1
Male,23,B.Com,25,1
Male,21,B.Ed,25,1
Male,28,BCA,12,1
Female,25,B.Arch,19,1
Female,29,LLM,14,1
Male,30,B.Tech,22,1
Female,28,MBBS,17,1
Male,19,Class 12,15,1
Female,24,MSc,10,1
Male,20,Class 12,25,1
Male,34,MSc,14,1
Female,25,ME,15,1
Male,24,MCA,10,1
Male,23,MCA,16,1
Female,32,BE,15,1
Male,18,Class 12,10,1
Male,21,Class 12,12,1
Female,32,BCA,3,1
Male,30,LLB,15,1
Female,25,B.Com,5,1
Female,28,BHM,26,1
Female,32,B.Ed,24,1
Male,21,B.Arch,14,1
Female,20,Class 12,19,1
Male,23,B.Tech,15,1
Male,32,BCA,9,1
Male,25,M.Tech,28,1
Female,29,M.Com,19,1
Male,20,Class 12,1,1
Male,30,M.Ed,28,1
Male,28,LLB,14,1
Male,18,Class 12,23,1
Female,28,PhD,22,1
Male,19,Class 12,16,1
Male,23,B.Tech,22,1
Male,31,Class 12,28,1
Female,20,Class 12,8,1
Female,21,B.Arch,11,1
Male,27,BBA,20,1
Female,23,B.Com,16,1
Male,27,MSc,5,1
Female,32,LLB,12,1
Female,33,LLM,10,1
Male,24,BBA,21,1
Female,27,M.Pharm,24,1
Male,22,MA,7,1
Female,23,BHM,7,1
Female,27,BE,3,1
Female,28,BCA,3,1
Female,23,MBA,11,1
Male,34,MD,21,1
Male,28,B.Pharm,8,1
Male,27,PhD,19,1
Male,33,M.Ed,3,1
Female,30,MSc,23,1
Female,20,Class 12,16,1
Male,23,BCA,9,1
Male,31,B.Com,14,1
Male,25,BSc,22,1
Female,33,B.Ed,12,1
Female,23,BE,7,1
Female,21,MCA,6,1
Female,34,BE,3,1
Male,30,PhD,14,1
Female,27,BHM,16,1
Male,18,Class 12,26,1
Female,24,BSc,19,1
Male,24,B.Arch,29,1
Male,28,B.Tech,18,1
Male,32,BE,4,1
Male,29,B.Pharm,28,1
Female,18,Class 12,26,1
Female,29,BCA,28,1
Male,21,B.Arch,7,1
Male,21,B.Arch,8,1
Male,22,M.Ed,12,1
Female,24,BHM,18,1
Female,22,M.Tech,8,1
Male,19,Class 12,23,1
Female,25,BSc,7,1
Male,28,ME,17,1
Male,25,B.Ed,23,1
Male,18,Class 12,2,1
Male,18,Class 12,28,1
Female,24,B.Pharm,13,1
Male,29,M.Tech,18,1
Male,20,Class 12,28,1
Female,27,B.Arch,17,1
Male,31,B.Arch,4,1
Male,34,MD,25,1
Male,23,BBA,25,1
Female,23,BE,9,1
Female,20,Class 12,20,1
Male,24,B.Tech,26,1
Male,19,Class 12,25,1
Male,31,Class 12,6,1
Female,23,MSc,26,1
Male,26,M.Ed,5,1
Male,31,BA,6,1
Male,23,B.Arch,17,1
Male,29,B.Arch,15,1
Male,21,MCA,3,1
Male,32,M.Ed,15,1
Male,26,B.Tech,15,1
Male,25,B.Arch,23,1
Female,22,B.Ed,21,1
Female,29,B.Arch,19,1
Female,30,B.Ed,25,1
Female,33,B.Pharm,6,1
Male,26,LLM,24,1
Male,22,B.Ed,14,1
Male,29,BE,22,1
Female,24,B.Pharm,7,1
Female,23,BSc,14,1
Male,23,B.Ed,21,1
Male,18,Class 12,11,1
Female,18,Class 12,14,1
Male,33,B.Ed,5,1
Male,21,B.Tech,22,1
Male,33,Class 12,28,1
Female,27,MSc,26,1
Male,23,B.Pharm,29,1
Female,24,LLM,29,1
Male,20,Class 12,22,1
Male,21,BCA,12,1
Male,23,MA,10,1
Female,24,B.Arch,19,1
Female,23,BCA,17,1
Male,24,BE,28,1
Female,24,B.Com,3,1
Male,25,B.Pharm,1,1
Female,27,B.Pharm,3,1
Male,20,Class 12,23,1
Male,23,BBA,26,1
Female,19,Class 12,13,1
Female,34,MA,20,1
Female,28,ME,22,1
Male,21,B.Ed,25,1
Male,20,Class 12,16,1
Male,24,B.Com,20,1
Male,25,M.Com,27,1
Male,22,MSc,15,1
Female,18,Class 12,20,1
Male,33,MD,27,1
Male,34,LLB,20,1
Female,23,B.Arch,6,1
Female,30,BBA,6,1
Male,23,B.Com,26,1
Male,20,Class 12,2,1
Male,20,Class 12,25,1
Male,34,MD,15,1
Male,28,M.Tech,2,1
Female,34,B.Arch,5,1
Male,19,Class 12,8,1
Male,26,BCA,26,1
Male,25,BA,19,1
Female,27,BSc,28,1
Female,34,BCA,19,1
Male,19,Class 12,4,1
Male,23,B.Com,23,1
Male,31,M.Ed,7,1
Male,31,LLM,4,1
Male,31,BA,9,1
Male,19,Class 12,14,1
Male,25,BBA,21,1
Female,26,B.Ed,1,1
Female,22,MCA,9,1
Female,25,B.Tech,15,1
Male,20,Class 12,18,1
Female,29,B.Tech,22,1
Male,19,Class 12,8,1
Male,27,B.Pharm,22,1
Male,34,MD,25,1
Female,28,M.Ed,22,1
Female,20,Class 12,20,1
Female,24,BA,23,1
Female,24,B.Com,3,1
Female,26,B.Com,19,1
Female,18,Class 12,21,1
Female,22,MCA,5,1
Female,33,MBA,16,1
Male,18,Class 12,23,1
Male,26,B.Tech,17,1
Female,29,MA,12,1
Male,28,B.Ed,30,1
Male,22,BHM,9,1
Male,27,MD,17,1
Male,29,B.Pharm,30,1
Male,28,Others,1,1
Female,29,M.Ed,7,1
Female,24,BBA,1,1
Male,34,B.Ed,23,1
Male,20,Class 12,25,1
Female,28,M.Tech,4,1
Male,28,B.Ed,12,1
Female,19,Class 12,11,1
Male,31,B.Ed,10,1
Female,32,B.Tech,25,1
Male,20,Class 12,28,1
Female,23,B.Ed,7,1
Female,29,B.Arch,1,1
Female,19,Class 12,24,1
Male,21,B.Com,23,1
Male,26,MD,14,1
Male,28,BCA,1,1
Male,23,MA,21,1
Male,18,Class 12,15,1
Male,19,Class 12,15,1
Female,29,PhD,8,1
Male,19,Class 12,25,1
Male,22,B.Com,5,1
Female,23,B.Com,6,1
Female,28,M.Ed,12,1
Male,21,M.Com,17,1
Male,19,Class 12,18,1
Male,29,ME,25,1
Female,20,Class 12,28,1
Female,34,BCA,2,1
Male,31,Class 12,28,1
Female,22,M.Com,18,1
Female,33,MCA,3,1
Male,24,M.Com,13,1
Female,20,Class 12,27,1
Male,20,Class 12,16,1
Female,29,B.Tech,11,1
Female,29,BSc,18,1
Female,21,MA,28,1
Female,33,MSc,26,1
Female,30,M.Ed,19,1
Female,24,Class 12,13,1
Female,20,Class 12,7,1
Female,30,BSc,15,1
Male,25,M.Pharm,19,1
Male,23,M.Com,1,1
Female,28,MSc,8,1
Male,22,BBA,15,1
Male,29,B.Com,18,1
Male,27,B.Tech,22,1
Male,33,B.Tech,9,1
Female,33,Class 12,3,1
Female,21,MCA,8,1
Female,27,LLM,25,1
Female,26,B.Tech,2,1
Male,23,B.Com,6,1
Male,21,B.Com,1,1
Female,20,Class 12,24,1
Female,22,MBA,26,1
Female,31,M.Ed,25,1
Male,23,B.Tech,22,1
Male,20,Class 12,25,1
Female,26,MD,8,1
Male,20,Class 12,13,1
Female,24,MBBS,10,1
Male,18,Class 12,16,1
Female,29,Class 12,14,1
Female,21,B.Com,25,1
Male,32,M.Com,4,1
Male,22,MSc,19,1
Male,29,BCA,17,1
Male,22,B.Com,21,1
Male,19,Class 12,15,1
Male,28,MCA,2,1
Male,24,MCA,25,1
Male,29,BCA,10,1
Male,22,Class 12,27,1
Male,24,Class 12,27,1
Female,23,BSc,28,1
Female,32,BCA,20,1
Female,24,LLB,25,1
Male,29,M.Pharm,11,1
Male,27,BHM,3,1
Male,18,Class 12,14,1
Female,20,Class 12,20,1
Male,24,Class 12,20,1
Male,34,BCA,10,1
Male,18,Class 12,21,1
Female,22,M.Com,23,1
Male,28,B.Pharm,24,1
Male,30,BSc,2,1
Male,34,B.Tech,25,1
Male,31,Class 12,28,1
Female,31,PhD,14,1
Male,27,BCA,24,1
Female,18,Class 12,15,1
Male,19,Class 12,20,1
Male,33,PhD,8,1
Male,26,BHM,2,1
Female,29,MSc,27,1
Male,23,MBA,14,1
Male,32,PhD,3,1
Female,33,M.Pharm,15,1
Female,34,M.Tech,21,1
Male,18,Class 12,26,1
Male,24,Class 12,11,1
Female,33,MBA,26,1
Female,23,MCA,6,1
Female,20,Class 12,26,1
Female,24,MBBS,12,1
Female,33,MSc,24,1
Male,24,B.Arch,5,1
Female,29,MCA,21,1
Male,29,BSc,5,1
Male,26,BBA,16,1
Male,19,Class 12,4,1
Female,25,MBA,7,1
Male,19,Class 12,20,1
Female,26,Class 12,8,1
Female,33,B.Com,19,1
Male,18,Class 12,15,1
Male,33,B.Pharm,23,1
Female,27,B.Com,4,1
Male,30,MBA,17,1
Male,34,B.Ed,23,1
Male,18,Class 12,25,1
Female,26,BE,8,1
Female,28,B.Ed,27,1
Male,18,Class 12,26,1
Male,25,BHM,7,1
Female,20,Class 12,18,1
Male,24,B.Arch,25,1
Male,20,Class 12,3,1
Male,23,B.Pharm,28,1
Female,27,B.Com,7,1
Female,19,Class 12,21,1
Female,33,BCA,19,1
Female,21,BBA,2,1
Female,27,MCA,23,1
Male,19,Class 12,15,1
Female,34,MD,26,1
Female,28,BHM,12,1
Female,20,B.Com,27,1
Female,31,MBBS,24,1
Female,20,Class 12,26,1
Male,30,LLB,7,1
Female,19,Class 12,15,1
Female,21,M.Com,24,1
Male,29,B.Ed,10,1
Male,32,M.Tech,25,1
Male,29,MSc,23,1
Male,34,B.Ed,21,1
Female,33,BE,3,1
Male,30,B.Tech,3,1
Female,28,B.Tech,12,1
Male,28,M.Pharm,19,1
Female,31,LLM,30,1
Male,29,Class 12,30,1
Male,29,BSc,1,1
Male,19,Class 12,14,1
Male,22,B.Com,3,1
Male,33,MD,13,1
Female,24,B.Arch,24,1
Female,19,Class 12,30,1
Female,22,BCA,9,1
Male,30,MCA,25,1
Female,30,MD,12,1
Male,29,BSc,17,1
Male,28,Class 12,26,1
