person_id,academic_pressure,work_pressure,cgpa,study_satisfaction,job_satisfaction,work_study_hours
150,4,0,8.92,2,0,8
151,2,0,6.19,5,0,12
152,4,0,5.76,1,0,9
153,3,0,5.9,3,0,3
154,1,0,5.74,2,0,11
155,3,0,8.04,2,0,9
156,5,0,6.25,2,0,9
157,5,0,5.11,4,0,11
158,4,0,7.94,3,0,12
159,4,0,5.58,5,0,4
160,1,0,5.65,5,0,12
161,5,0,9.72,1,0,11
162,1,0,9.89,1,0,12
163,5,0,5.37,4,0,9
164,3,0,5.59,4,0,6
165,5,0,5.37,3,0,10
166,5,0,5.7,5,0,5
167,2,0,8.95,4,0,2
168,3,0,8.74,2,0,0
169,1,0,8.03,3,0,4
170,5,0,5.75,1,0,11
171,3,0,6.61,5,0,12
172,2,0,9.41,4,0,11
173,1,0,5.68,4,0,8
174,2,0,8.64,3,0,4
175,3,0,7.21,5,0,8
176,4,0,7.92,2,0,7
177,5,0,5.74,2,0,2
178,4,0,8.28,1,0,10
179,3,0,8.59,2,0,8
180,3,0,6.04,4,0,8
181,1,0,9.13,2,0,4
182,5,0,8.08,4,0,9
183,2,0,8.5,1,0,8
184,4,0,8.38,5,0,12
185,4,0,9.44,4,0,10
186,1,0,9.96,5,0,6
187,4,0,8.04,4,0,11
188,1,0,5.12,5,0,7
189,1,0,7.64,3,0,11
190,5,0,8.04,1,0,5
191,3,0,9.44,5,0,11
192,4,0,8.35,5,0,11
193,3,0,7.07,5,0,7
194,1,0,9.6,3,0,8
195,4,0,6.08,1,0,7
196,2,0,9.54,3,0,11
197,5,0,6.17,2,0,7
198,2,0,9.95,1,0,10
199,5,0,9.05,2,0,8
200,4,0,9.24,2,0,7
201,1,0,8.54,3,0,12
202,5,0,6.51,4,0,7
203,1,0,7.25,5,0,9
204,5,0,8.78,1,0,6
205,1,0,9.71,1,0,2
206,1,0,8.13,1,0,10
207,2,0,8.93,2,0,10
208,5,0,9.66,1,0,4
209,4,0,5.56,2,0,8
210,3,0,8.91,1,0,7
211,3,0,6.16,5,0,5
212,4,0,9.04,2,0,2
213,3,0,6.83,1,0,4
214,5,0,7.7,1,0,9
215,3,0,5.67,2,0,12
216,1,0,6.51,3,0,7
217,1,0,6.21,5,0,6
218,4,0,8.28,3,0,10
219,1,0,9.74,3,0,12
220,5,0,9.6,5,0,12
221,2,0,6.25,3,0,2
222,3,0,7.1,4,0,6
223,3,0,5.85,2,0,8
224,2,0,9.24,5,0,4
225,4,0,7.74,1,0,0
226,3,0,6.41,3,0,9
227,5,0,7.1,2,0,2
228,5,0,8.9,3,0,4
229,3,0,9.6,4,0,12
230,2,0,5.88,3,0,0
231,1,0,6.16,3,0,5
232,1,0,9.72,5,0,4
233,5,0,6.19,1,0,4
234,5,0,7.75,1,0,10
235,3,0,7.88,1,0,10
236,1,0,6.83,3,0,12
237,5,0,5.42,5,0,9
238,5,0,7.52,5,0,12
239,2,0,7.68,5,0,5
240,1,0,5.85,4,0,5
241,5,0,7.88,3,0,1
242,3,0,8.4,4,0,1
243,5,0,8.95,3,0,7
244,5,0,8.9,2,0,6
245,5,0,7.64,1,0,10
246,2,0,9.39,4,0,0
247,1,0,6.84,2,0,7
248,3,0,5.11,2,0,6
249,2,0,8.04,3,0,2
250,2,0,8.64,4,0,1
251,2,0,5.99,1,0,11
252,4,0,8.59,2,0,8
253,2,0,9.39,2,0,8
254,3,0,6.99,1,0,7
255,5,0,6.83,4,0,10
256,1,0,7.09,3,0,6
257,2,0,8.62,4,0,0
258,4,0,9.54,2,0,5
259,4,0,8.53,3,0,2
260,3,0,7.1,3,0,4
261,1,0,7.47,1,0,12
262,3,0,9.93,3,0,12
263,5,0,6.78,5,0,7
264,4,0,9.59,3,0,11
265,3,0,9.93,1,0,9
266,1,0,7.52,4,0,0
267,3,0,6.42,2,0,4
268,5,0,8.35,1,0,12
269,2,0,6.08,4,0,6
270,3,0,7.1,1,0,11
271,3,0,9.95,4,0,10
272,3,0,9.74,5,0,11
273,2,0,9.92,3,0,3
274,3,0,8.39,3,0,5
275,5,0,8.96,4,0,11
276,4,0,8.95,4,0,7
277,2,0,5.89,2,0,10
278,3,0,5.76,4,0,10
279,4,0,6.0,5,0,10
280,4,0,5.58,4,0,4
281,4,0,7.22,5,0,10
282,5,0,6.81,2,0,10
283,3,0,9.02,5,0,8
284,2,0,8.23,2,0,0
285,4,0,9.88,1,0,7
286,4,0,7.52,1,0,9
287,4,0,9.11,4,0,7
288,2,0,9.54,4,0,9
289,2,0,8.58,4,0,9
290,5,0,9.6,4,0,8
291,2,0,9.54,3,0,10
292,1,0,9.97,5,0,0
293,3,0,9.63,3,3,8
294,2,0,8.95,5,0,5
295,5,0,9.39,5,0,1
296,2,0,5.7,5,0,11
297,5,0,7.7,5,0,12
298,1,0,9.67,3,0,1
299,4,0,9.41,2,0,12
300,5,0,8.35,1,0,12
301,4,0,6.78,3,0,10
302,4,0,6.37,2,0,11
303,2,0,5.64,1,0,12
304,3,0,6.99,4,0,9
305,3,0,5.41,3,0,7
306,5,0,6.41,3,0,10
307,3,0,7.27,3,0,12
308,5,0,5.32,2,0,3
309,5,0,5.99,3,0,4
310,3,0,9.93,2,0,2
311,5,0,8.7,4,0,5
312,3,0,8.5,2,0,10
313,2,0,9.44,3,0,4
314,1,0,6.05,3,0,7
315,5,0,9.6,2,0,12
316,1,0,8.7,4,0,7
317,1,0,6.85,4,0,0
318,4,0,9.33,4,0,9
319,5,0,7.25,4,0,12
320,4,0,5.81,5,0,12
321,4,0,8.17,3,0,11
322,4,0,6.03,3,0,4
323,5,0,5.56,2,0,11
324,1,0,6.78,4,0,2
325,4,0,6.53,3,0,6
326,3,0,5.12,5,0,9
327,2,0,5.74,4,0,10
328,3,0,6.16,1,0,5
329,2,0,5.98,3,0,2
330,3,0,9.05,1,0,2
331,3,0,6.78,2,0,12
332,4,0,8.04,3,0,10
333,5,0,7.38,1,0,10
334,3,0,5.85,2,0,12
335,5,0,8.04,2,0,3
336,1,0,8.39,5,0,10
337,4,0,6.02,1,0,10
338,5,0,6.74,4,0,7
339,3,0,5.26,1,0,8
340,5,0,6.16,1,0,8
341,4,0,5.75,2,0,4
342,4,0,9.11,4,0,9
343,5,0,8.9,4,0,7
344,5,0,7.04,4,0,12
345,5,0,5.74,5,0,4
346,4,0,7.72,4,0,4
347,5,0,5.64,4,0,6
348,3,0,5.66,4,0,6
349,4,0,7.09,1,0,10
350,4,0,7.52,5,0,11
351,3,0,8.96,2,0,4
352,1,0,7.39,3,0,3
353,1,0,5.6,4,0,3
354,3,0,5.64,3,0,7
355,1,0,9.04,4,0,10
356,5,0,8.04,3,0,6
357,4,0,8.43,1,0,4
358,1,0,9.34,2,0,9
359,3,0,8.78,2,0,10
360,4,0,5.88,5,0,3
361,5,0,6.27,5,0,10
362,2,0,7.88,3,0,9
363,3,0,5.44,5,0,11
364,2,0,8.52,5,0,10
365,3,0,6.03,3,0,7
366,2,0,9.6,4,0,5
367,2,0,8.9,3,0,11
368,1,0,7.48,3,0,2
369,1,0,9.39,3,0,0
370,4,0,7.1,3,0,9
371,5,0,5.44,3,0,11
372,1,0,6.37,1,0,8
373,1,0,9.5,4,0,7
374,1,0,5.82,4,0,0
375,5,0,5.72,2,0,9
376,4,0,5.64,4,0,10
377,3,0,9.04,2,0,9
378,5,0,8.19,4,0,11
379,3,0,8.44,4,0,11
380,3,0,5.67,4,0,11
381,2,0,8.98,4,0,4
382,3,0,9.44,5,0,2
383,4,0,5.82,2,0,11
384,4,0,8.04,3,0,6
385,3,0,9.37,2,0,11
386,3,0,5.59,2,0,9
387,1,0,8.44,2,0,11
388,3,0,6.99,5,0,8
389,3,0,8.44,2,0,6
390,3,0,6.86,4,0,11
391,1,0,5.8,2,0,3
392,3,0,5.75,4,0,8
393,1,0,7.92,5,0,11
394,3,0,6.78,4,0,9
395,5,0,7.28,1,0,2
396,5,0,7.6,2,0,5
397,3,0,7.91,2,0,6
398,5,0,9.17,3,0,6
399,1,0,7.46,5,0,9
400,5,0,8.9,4,0,8
401,1,0,9.79,1,0,8
402,2,0,7.53,3,0,3
403,5,0,9.39,5,0,9
404,4,0,5.37,4,0,5
405,1,0,9.43,3,0,9
406,1,0,9.49,4,0,0
407,4,0,9.91,3,0,11
408,3,0,7.88,5,0,11
409,5,0,7.1,5,0,1
410,5,0,9.36,4,0,11
411,4,0,5.12,3,0,10
412,3,0,5.88,3,0,2
413,1,0,9.96,5,0,0
414,4,0,5.16,2,0,11
415,1,0,7.08,1,0,12
416,1,0,9.26,4,0,6
417,5,0,8.83,1,0,6
418,3,0,10.0,3,0,10
419,2,0,9.39,5,0,6
420,3,0,9.87,3,0,12
421,4,0,7.09,1,0,1
422,3,0,8.04,4,0,7
423,5,0,6.95,3,0,8
424,3,0,8.58,1,0,9
425,4,0,7.28,3,0,8
426,4,0,6.21,1,0,10
427,4,0,9.24,3,0,6
428,3,0,8.59,3,0,1
429,5,0,5.37,4,0,3
430,1,0,5.74,1,0,8
431,1,0,9.86,5,0,12
432,1,0,9.21,5,0,8
433,1,0,7.8,2,0,11
434,2,0,8.35,2,0,6
435,3,0,9.46,1,0,5
436,1,0,5.82,4,0,10
437,4,0,9.24,1,0,8
438,2,0,7.47,5,0,5
439,4,0,6.25,2,0,12
440,2,0,6.63,4,0,7
441,2,0,5.16,1,0,2
442,5,0,7.24,4,0,5
443,3,0,7.88,3,0,5
444,3,0,7.04,4,0,11
445,2,0,6.47,4,0,11
446,3,0,9.74,3,0,2
447,3,0,6.63,3,0,11
448,1,0,8.95,2,0,7
449,3,0,9.26,3,0,2
450,5,0,8.35,2,0,6
451,3,0,8.17,3,0,2
452,1,0,9.87,3,0,2
453,3,0,7.25,1,0,9
454,4,0,7.77,1,0,6
455,4,0,5.06,5,0,0
456,5,0,6.04,2,0,2
457,2,0,7.21,3,0,11
458,3,0,6.83,5,0,8
459,5,0,7.17,2,0,2
460,5,0,8.24,2,0,3
461,5,0,8.97,2,0,1
462,1,0,5.74,1,0,10
463,5,0,6.88,5,0,12
464,3,0,7.77,3,0,5
465,1,0,9.54,4,0,2
466,1,0,9.03,5,0,1
467,3,0,9.96,2,0,10
468,3,0,9.72,4,0,9
469,4,0,6.51,1,0,0
470,4,0,7.52,1,0,7
471,2,0,7.25,4,0,12
472,4,0,7.51,1,0,11
473,3,0,6.04,4,0,4
474,5,0,7.51,3,0,9
475,1,0,7.6,3,0,11
476,5,0,6.78,1,0,10
477,3,0,5.08,4,0,10
478,4,0,5.56,1,0,0
479,5,0,5.45,2,0,5
480,4,0,9.96,2,0,2
481,5,0,9.39,5,0,12
482,4,0,7.88,1,0,0
483,1,0,5.74,2,0,10
484,4,0,9.72,1,0,12
485,3,0,8.08,5,0,5
486,2,0,5.64,1,0,10
487,4,0,8.04,5,0,1
488,5,0,8.95,5,0,8
489,3,0,8.46,5,0,12
490,5,0,6.83,2,0,7
491,4,0,8.91,5,0,0
492,1,0,9.71,2,0,3
493,4,0,6.99,2,0,6
494,2,0,6.0,5,0,12
495,4,0,6.99,3,0,8
496,1,0,9.37,3,0,11
497,2,0,9.44,5,0,4
498,4,0,7.53,2,0,8
499,1,0,9.19,2,0,10
500,5,0,6.51,2,0,10
501,1,0,7.09,5,0,4
502,1,0,6.51,1,0,12
503,5,0,7.72,2,0,8
504,5,0,6.36,5,0,11
505,4,0,5.32,2,0,11
506,3,0,8.35,2,0,9
507,1,0,8.13,1,0,0
508,5,0,8.73,5,0,4
509,4,0,6.16,3,0,9
510,2,0,8.9,2,0,4
511,4,0,8.92,2,0,9
512,4,0,7.51,4,0,6
513,5,0,7.48,1,0,11
514,3,0,7.11,4,0,4
515,5,0,9.12,1,0,2
516,3,0,9.4,1,0,0
517,1,0,9.91,4,0,7
518,4,0,9.24,1,0,2
519,1,0,7.77,1,0,8
520,4,0,7.1,3,0,8
521,2,0,8.38,2,0,10
522,4,0,5.37,5,0,12
523,3,0,8.11,4,0,6
524,3,0,6.16,3,0,1
525,4,0,5.16,5,0,11
526,4,0,6.25,3,0,4
527,3,0,9.44,3,0,7
528,2,0,5.32,5,0,10
529,5,0,9.98,2,0,4
530,4,0,8.17,2,0,10
531,3,0,9.6,5,0,0
532,2,0,5.58,2,0,12
533,3,0,8.92,2,0,5
534,5,0,8.04,2,0,11
535,1,0,7.77,3,0,10
536,2,0,7.88,5,0,3
537,4,0,5.55,4,0,11
538,3,0,8.74,3,0,12
539,5,0,8.61,3,0,11
540,1,0,8.04,5,0,8
541,5,0,5.12,3,0,10
542,3,0,8.14,4,0,7
543,2,0,7.09,3,0,12
544,4,0,5.41,3,0,11
545,4,0,5.26,4,0,6
546,3,0,8.14,3,0,9
547,1,0,7.92,4,0,1
548,4,0,6.84,3,0,12
549,5,0,6.89,4,0,9
550,5,0,9.84,4,0,8
551,1,0,8.9,2,0,2
552,5,0,9.89,3,0,12
553,1,0,9.6,2,0,0
554,4,0,7.04,1,0,4
555,5,0,5.42,5,0,6
556,5,0,8.28,1,0,4
557,1,0,5.76,5,0,5
558,5,0,8.54,3,0,11
559,4,0,9.04,3,0,10
560,1,0,6.63,1,0,0
561,5,0,7.51,1,0,8
562,4,0,9.71,5,0,11
563,2,0,5.48,4,0,12
564,2,0,8.52,1,0,8
565,1,0,8.04,3,0,8
566,4,0,7.52,4,0,11
567,5,0,8.21,2,0,10
568,4,0,5.82,1,0,7
569,5,0,5.64,3,0,11
570,5,0,7.82,1,0,5
571,2,0,8.39,2,0,0
572,3,0,5.72,1,0,8
573,2,0,6.83,4,0,6
574,4,0,6.75,3,0,2
575,2,0,9.96,3,0,12
576,3,0,6.78,3,0,11
577,3,0,5.81,4,0,11
578,4,0,5.59,2,0,3
579,5,0,5.56,1,0,10
580,5,0,8.11,5,0,6
581,1,0,9.67,4,0,2
582,5,0,5.12,2,0,12
583,5,0,8.61,4,0,12
584,1,0,5.27,3,0,7
585,4,0,8.04,5,0,6
586,2,0,9.86,4,0,9
587,5,0,8.04,5,0,7
588,5,0,8.7,4,0,6
589,3,0,8.55,2,0,10
590,4,0,6.1,3,0,8
591,3,0,5.66,3,0,7
592,1,0,5.79,3,0,2
593,5,0,9.71,4,0,10
594,5,0,8.83,1,0,9
595,1,0,8.04,4,0,8
596,3,0,5.26,1,0,12
597,5,0,8.52,5,0,12
598,4,0,8.91,2,0,9
599,2,0,9.96,3,0,12
600,5,0,5.42,5,0,11
601,3,0,7.09,3,0,1
602,5,0,8.77,1,0,9
603,1,0,8.28,5,0,6
604,4,0,8.29,4,0,9
605,5,0,9.72,1,0,4
606,4,0,8.28,4,0,9
607,5,0,9.05,5,0,11
608,4,0,5.08,5,0,8
609,1,0,6.92,3,0,5
610,3,0,7.53,3,0,12
611,3,0,5.86,4,0,3
612,2,0,6.78,3,0,8
613,4,0,9.71,4,0,9
614,1,0,5.86,3,0,10
615,5,0,6.16,5,0,9
616,2,0,7.37,4,0,11
617,2,0,7.85,3,0,11
618,3,0,5.16,4,0,11
619,4,0,8.95,3,0,4
620,1,0,8.91,1,0,8
621,5,0,9.5,1,0,11
622,5,0,5.58,5,0,1
623,5,0,9.7,2,0,12
624,1,0,6.26,1,0,9
625,4,0,5.66,4,0,10
626,1,0,8.55,4,0,12
627,1,0,7.26,1,0,8
628,5,0,7.47,2,0,8
629,3,0,9.13,1,0,2
630,2,0,9.21,2,0,1
631,5,0,9.89,3,0,2
632,2,0,9.66,3,0,6
633,4,0,7.21,1,0,6
634,3,0,6.37,1,0,7
635,4,0,8.04,2,0,11
636,4,0,5.46,1,0,6
637,2,0,7.27,1,0,5
638,5,0,7.5,1,0,10
639,4,0,8.21,2,0,4
640,1,0,6.82,2,0,10
641,5,0,9.17,1,0,8
642,4,0,6.27,1,0,12
643,3,0,9.96,1,0,11
644,2,0,7.15,4,0,7
645,1,0,9.39,1,0,12
646,4,0,8.61,1,0,2
647,3,0,9.39,3,0,8
648,2,0,8.54,4,0,12
649,5,0,5.82,1,0,11
650,3,0,5.77,2,0,4
651,5,0,5.88,4,0,9
652,5,0,5.91,2,0,6
653,5,0,5.6,3,0,6
654,3,0,7.03,4,0,7
655,5,0,9.71,1,0,3
656,4,0,7.39,4,0,8
657,2,0,5.1,1,0,9
658,1,0,7.09,2,0,6
659,2,0,9.87,2,0,0
660,3,0,7.71,4,0,7
661,4,0,6.81,4,0,9
662,3,0,9.06,5,0,12
663,5,0,5.71,5,0,0
664,1,0,6.0,2,0,10
665,4,0,7.15,3,0,5
666,5,0,5.59,5,0,8
667,1,0,9.34,4,0,8
668,1,0,8.54,4,0,4
669,5,0,9.03,2,0,9
670,4,0,7.77,1,0,10
671,4,0,5.41,5,0,7
672,1,0,8.04,5,0,11
673,3,0,8.74,2,0,6
674,2,0,9.91,4,0,5
675,5,0,8.46,3,0,6
676,4,0,8.79,2,0,12
677,4,0,5.84,3,0,7
678,3,0,5.8,4,0,7
679,1,0,8.04,5,0,4
680,4,0,8.96,3,0,12
681,3,0,9.11,1,0,4
682,2,0,8.28,4,0,6
683,5,0,6.21,1,0,11
684,2,0,9.42,3,0,6
685,3,0,7.09,4,0,1
686,1,0,6.75,2,0,12
687,4,0,6.27,5,0,6
688,5,0,6.23,3,0,12
689,1,0,6.29,3,0,8
690,5,0,6.53,2,0,6
691,1,0,9.74,3,0,3
692,5,0,5.86,1,0,10
693,5,0,8.95,5,0,9
694,1,0,9.96,4,0,8
695,5,0,5.25,2,0,1
696,5,0,5.32,3,0,8
697,4,0,7.88,2,0,11
698,5,0,7.88,1,0,8
699,2,0,7.43,2,0,7
700,1,0,7.85,1,0,6
701,5,0,6.86,1,0,0
702,5,0,7.77,4,0,11
703,2,0,9.69,3,0,7
704,4,0,9.93,2,0,10
705,4,0,8.19,5,0,0
706,5,0,5.99,2,0,8
707,1,0,5.11,3,0,10
708,3,0,5.16,4,0,11
709,2,0,9.54,1,0,1
710,3,0,5.85,3,0,6
711,5,0,9.63,2,0,12
712,1,0,9.63,3,0,12
713,4,0,5.32,2,0,12
714,4,0,9.21,4,0,2
715,2,0,7.09,3,0,8
716,4,0,8.62,1,0,9
717,3,0,5.56,2,0,11
718,5,0,6.88,2,0,12
719,5,0,7.53,3,0,7
720,3,0,5.12,1,0,10
721,4,0,8.9,2,0,5
722,4,0,8.79,4,0,6
723,5,0,9.84,2,0,7
724,5,0,6.17,1,0,5
725,3,0,6.38,3,0,0
726,3,0,5.12,3,0,7
727,2,0,8.04,4,0,0
728,2,0,8.44,4,0,1
729,5,0,8.62,1,0,12
730,2,0,9.24,5,0,7
731,5,0,5.76,1,0,11
732,5,0,5.86,4,0,3
733,4,0,9.66,3,0,4
734,1,0,6.78,4,0,12
735,5,0,7.22,2,0,11
736,1,0,7.22,5,0,0
737,5,0,8.52,4,0,10
738,5,0,8.17,3,0,2
739,2,0,6.25,5,0,6
740,2,0,9.9,2,0,8
741,5,0,5.32,3,0,11
742,4,0,9.5,3,0,11
743,1,0,8.04,4,0,2
744,4,0,8.91,3,0,10
745,4,0,5.27,1,0,11
746,5,0,6.03,3,0,1
747,4,0,9.11,4,0,7
748,3,0,9.19,3,0,10
749,1,0,6.99,2,0,0
750,5,0,9.82,5,0,6
751,1,0,6.78,2,0,10
752,3,0,9.05,5,0,2
753,5,0,9.91,3,0,11
754,5,0,8.9,1,0,8
755,5,0,9.96,1,0,9
756,5,0,7.25,2,0,11
757,1,0,5.76,3,0,8
758,1,0,5.08,4,0,7
759,1,0,7.09,3,0,9
760,1,0,7.22,1,0,10
761,3,0,6.89,2,0,1
762,2,0,9.91,3,0,7
763,2,0,6.39,2,0,8
764,1,0,7.7,1,0,7
765,1,0,7.53,2,0,11
766,3,0,9.11,4,0,11
767,4,0,6.38,2,0,12
768,1,0,7.03,1,0,0
769,2,0,8.24,4,0,8
770,4,0,6.16,4,0,2
771,2,0,8.24,5,0,3
772,3,0,9.34,1,0,7
773,1,0,5.46,4,0,0
774,1,0,9.37,2,0,1
775,5,0,8.5,2,0,7
776,3,0,5.66,4,0,0
777,5,0,8.78,1,0,0
778,3,0,8.04,3,0,10
779,1,0,8.09,1,0,8
780,2,0,7.09,3,0,12
781,5,0,6.03,3,0,7
782,3,0,9.96,3,0,2
783,3,0,5.82,3,0,7
784,3,0,6.27,3,0,4
785,3,0,7.21,1,0,5
786,5,0,7.27,5,0,10
787,4,0,9.39,2,0,10
788,3,0,5.55,4,0,5
789,4,0,7.17,3,0,11
790,1,0,5.83,2,0,4
791,4,0,8.92,1,0,11
792,1,0,5.47,4,0,11
793,3,0,9.41,3,0,8
794,3,0,6.08,2,0,10
795,2,0,6.81,1,0,3
796,5,0,6.99,2,0,2
797,5,0,6.75,3,0,11
798,4,0,8.24,4,0,7
799,2,0,6.0,4,0,12
800,3,0,5.75,3,0,5
801,5,0,6.16,1,0,3
802,1,0,8.35,4,0,11
803,3,0,8.96,4,0,10
804,5,0,7.77,4,0,0
805,3,0,7.53,2,0,0
806,3,0,7.88,4,0,7
807,3,0,7.52,1,0,0
808,5,0,8.78,3,0,7
809,5,0,5.46,4,0,12
810,5,0,6.56,2,0,12
811,3,0,6.63,3,0,6
812,4,0,8.38,5,0,7
813,2,0,8.52,5,0,8
814,2,0,5.57,5,0,9
815,1,0,9.21,3,0,0
816,1,0,9.79,3,0,10
817,4,0,9.39,5,0,5
818,4,0,7.25,5,0,12
819,3,0,9.89,4,0,3
820,1,0,6.88,4,0,10
821,5,0,9.54,1,0,9
822,5,0,7.72,3,0,11
823,1,0,5.65,4,0,10
824,4,0,8.96,3,0,9
825,5,0,8.58,3,0,4
826,5,0,8.73,1,0,12
827,3,0,8.71,3,0,5
828,5,0,9.79,2,0,5
829,5,0,5.65,3,0,11
830,3,0,8.95,3,0,6
831,4,0,8.78,2,0,7
832,4,0,8.78,2,0,5
833,3,0,9.94,4,0,9
834,4,0,6.69,4,0,8
835,3,0,6.47,3,0,2
836,3,0,6.83,4,0,10
837,5,0,9.96,1,0,12
838,5,0,7.8,2,0,7
839,2,0,8.74,3,0,10
840,4,0,8.52,1,0,0
841,1,0,5.67,4,0,12
842,5,0,9.24,1,0,11
843,1,0,7.94,4,0,10
844,2,0,8.81,2,0,10
845,2,0,8.83,1,0,7
846,1,0,9.24,2,0,3
847,2,0,8.17,3,0,10
848,3,0,7.71,1,0,10
849,1,0,7.85,4,0,1
850,4,0,5.52,5,0,12
851,3,0,9.21,3,0,12
852,2,0,8.5,2,0,6
853,2,0,5.72,3,0,10
854,5,0,7.09,3,0,1
855,4,0,9.79,5,0,3
856,1,0,6.83,2,0,5
857,1,0,6.74,2,0,9
858,3,0,8.9,5,0,4
859,2,0,8.5,1,0,6
860,3,0,6.37,5,0,4
861,5,0,6.37,3,0,6
862,4,0,7.3,3,0,4
863,3,0,5.76,4,0,12
864,3,0,9.6,3,0,2
865,1,0,7.28,4,0,0
866,5,0,7.02,5,0,10
867,3,0,9.39,5,0,3
868,3,0,8.04,1,0,12
869,1,0,8.04,1,0,5
